x,committed,heapTotal,heapUsed,external,rss
2626.648,71335.936,71368.704,69043.656,0.485,29568
2627.668,71352.32,71630.848,68935.632,0.537,29472
2628.678,71352.32,71630.848,68994.536,0.277,29520
2629.689,71598.08,71630.848,69053.472,0.328,29568
2630.698,71598.08,71630.848,69112.376,0.379,29632
2631.712,71598.08,71630.848,69171.28,0.43,29712
2632.726,71598.08,71630.848,69230.2,0.479,29776
2633.737,71352.32,71630.848,69028.356,0.274,29600
2634.751,71352.32,71630.848,69087.28,0.325,29568
2635.761,71598.08,71630.848,69146.224,0.375,29632
2636.777,71598.08,71630.848,69205.128,0.426,29696
2637.787,71598.08,71630.848,69264.052,0.477,29760
2638.804,71352.32,71630.848,69125.716,0.528,29616
2639.812,71352.32,71630.848,69184.64,0.277,29488
2640.822,71598.08,71630.848,69243.544,0.327,29552
2641.84,71598.08,71630.848,69302.468,0.378,29376
2642.852,71598.08,71630.848,69361.384,0.428,29424
2643.861,71598.08,71630.848,69420.304,0.479,29504
2644.869,71614.464,71892.992,69279.664,0.276,29392
2645.879,71614.464,71892.992,69338.604,0.328,29424
2646.886,71860.224,71892.992,69397.52,0.38,29488
2647.899,71860.224,71892.992,69456.424,0.43,29568
2648.91,71860.224,71892.992,69515.328,0.481,29616
2649.919,71860.224,71892.992,69574.228,0.532,29664
2650.936,71614.464,71892.992,69369.044,0.277,29520
2651.95,71614.464,71892.992,69427.948,0.329,29584
2652.956,71860.224,71892.992,69486.884,0.38,29536
2653.971,71860.224,71892.992,69545.808,0.431,29584
2654.977,71860.224,71892.992,69604.728,0.483,29648
2655.987,71876.608,72155.136,69466.372,0.535,29584
2656.999,71876.608,72155.136,69525.276,0.278,29648
2658.008,72122.368,72155.136,69584.212,0.33,29696
2659.018,72122.368,72155.136,69643.116,0.381,29040
2660.031,72122.368,72155.136,69702.036,0.433,29056
2661.052,72122.368,72155.136,69760.96,0.485,28144
2662.07,72138.752,72417.28,69620.32,0.276,28192
2663.091,72138.752,72417.28,69679.216,0.325,28064
2664.108,72384.512,72417.28,69738.172,0.376,28128
2665.128,72384.512,72417.28,69797.096,0.427,28224
2666.146,72384.512,72417.28,69856.036,0.478,28272
2667.164,72138.752,72417.28,69686.856,0.529,28432
2668.172,72138.752,72417.28,69745.78,0.277,28480
2669.193,72384.512,72417.28,69804.84,0.327,28176
2670.208,72384.512,72417.28,69863.764,0.377,28224
2671.226,72384.512,72417.28,69922.684,0.428,28288
2672.243,72384.512,72417.28,69981.608,0.479,28336
2673.262,72138.752,72417.28,69809.948,0.276,28256
2674.279,72138.752,72417.28,69868.852,0.327,28304
2675.294,72384.512,72417.28,69927.82,0.378,28352
2676.316,72384.512,72417.28,69986.74,0.428,28432
2677.332,72384.512,72417.28,70045.644,0.478,28512
2678.353,72400.896,72679.424,69937.924,0.529,28480
2679.364,72400.896,72679.424,69996.828,0.278,28528
2680.384,72646.656,72679.424,70055.756,0.33,28592
2681.401,72646.656,72679.424,70114.68,0.381,28672
2682.414,72646.656,72679.424,70173.584,0.432,28704
2683.429,72400.896,72679.424,70010.316,0.277,28736
2684.448,72400.896,72679.424,70069.22,0.329,28816
2685.464,72646.656,72679.424,70128.16,0.38,28880
2686.484,72646.656,72679.424,70187.064,0.43,28944
2687.504,72646.656,72679.424,70245.968,0.481,28992
2688.523,72646.656,72679.424,70304.872,0.533,29056
2689.536,72646.656,72679.424,70363.776,0.585,29120
2690.554,72400.896,72679.424,70150.496,0.277,29040
2691.569,72646.656,72679.424,70209.448,0.329,29104
2692.589,72646.656,72679.424,70268.372,0.381,29152
2693.612,72646.656,72679.424,70327.296,0.433,29216
2694.616,72646.656,72679.424,70386.22,0.485,29280
2695.643,72663.04,72941.568,70247.84,0.536,29232
2696.66,72663.04,72941.568,70306.744,0.276,29296
2697.683,72908.8,72941.568,70365.652,0.326,29360
2698.703,72908.8,72941.568,70424.576,0.376,29424
2699.717,72908.8,72941.568,70483.48,0.426,29472
2700.736,72908.8,72941.568,70542.38,0.475,29536
2701.756,72663.04,72941.568,70370.908,0.274,29584
2702.778,72663.04,72941.568,70429.812,0.325,29632
2703.79,72908.8,72941.568,70488.804,0.376,29680
2704.791,72908.8,72941.568,70547.7,0.425,29648
2705.8,72908.8,72941.568,70606.6,0.473,29728
2706.807,72908.8,72941.568,70665.516,0.519,29696
2707.819,72925.184,73203.712,70488.204,0.569,29584
2708.824,72925.184,73203.712,70547.124,0.278,29616
2709.831,73170.944,73203.712,70606.048,0.33,29696
2710.846,73170.944,73203.712,70664.968,0.381,29760
2711.859,73170.944,73203.712,70723.888,0.433,29760
2712.872,73170.944,73203.712,70782.808,0.485,29808
2713.882,73187.328,73465.856,70642.248,0.277,29872
2714.895,73187.328,73465.856,70701.172,0.329,29920
2715.912,73433.088,73465.856,70760.108,0.381,29968
2716.927,73433.088,73465.856,70819.032,0.433,30032
2717.935,73433.088,73465.856,70877.956,0.485,30080
2718.947,73187.328,73465.856,70708.756,0.537,29952
2719.964,73187.328,73465.856,70767.68,0.278,29984
2720.97,73433.088,73465.856,70826.712,0.329,29824
2721.987,73433.088,73465.856,70885.632,0.38,29840
2722.995,73433.088,73465.856,70944.556,0.431,29904
2724.009,73433.088,73465.856,71003.48,0.483,29648
2725.03,73187.328,73465.856,70831.856,0.276,29296
2726.046,73187.328,73465.856,70890.756,0.327,29264
2727.065,73433.088,73465.856,70949.72,0.379,29328
2728.083,73433.088,73465.856,71008.624,0.43,29408
2729.099,73433.088,73465.856,71067.528,0.481,29456
2730.113,73433.088,73465.856,71126.452,0.533,29520
2731.116,73449.472,73728,70982.948,0.277,29472
2732.131,73695.232,73728,71041.868,0.325,29504
2733.138,73695.232,73728,71100.756,0.373,29568
2734.149,73695.232,73728,71159.66,0.421,29632
2735.155,73695.232,73728,71218.564,0.468,29712
2736.162,73449.472,73728,71049.416,0.516,29552
2737.185,73449.472,73728,71108.304,0.274,29488
2738.197,73695.232,73728,71167.232,0.322,29440
2739.202,73695.232,73728,71226.14,0.37,29504
2740.217,73695.232,73728,71285.044,0.416,29568
2741.23,73695.232,73728,71343.932,0.464,29632
2742.245,73449.472,73728,71172.5,0.272,29520
2743.261,73449.472,73728,71231.388,0.318,29520
2744.274,73695.232,73728,71290.38,0.366,29568
2745.288,73695.232,73728,71349.268,0.413,29632
2746.303,73695.232,73728,71408.156,0.461,29696
2747.319,73973.76,74252.288,71300.476,0.509,29744
2748.325,73973.76,74252.288,71359.416,0.277,29792
2749.348,74219.52,74252.288,71418.364,0.328,29792
2750.354,74219.52,74252.288,71477.284,0.379,29856
2751.369,74219.52,74252.288,71536.224,0.43,29936
2752.379,74219.52,74252.288,71595.164,0.48,30000
2753.39,73973.76,74252.288,71393.092,0.275,29904
2754.399,73973.76,74252.288,71452.008,0.325,29952
2755.406,74219.52,74252.288,71510.992,0.376,29968
2756.423,74219.52,74252.288,71569.912,0.427,30032
2757.433,74219.52,74252.288,71628.832,0.478,30096
2758.448,73973.76,74252.288,71490.444,0.529,30112
2759.46,73973.76,74252.288,71549.384,0.277,29968
2760.474,74219.52,74252.288,71608.436,0.327,30032
2761.493,74219.52,74252.288,71667.356,0.378,29984
2762.503,74219.52,74252.288,71726.276,0.429,30032
2763.52,74219.52,74252.288,71785.196,0.48,30096
2764.531,73973.76,74252.288,71644.488,0.274,30176
2765.541,73973.76,74252.288,71703.428,0.325,30208
2766.553,74219.52,74252.288,71762.384,0.376,30272
2767.565,74219.52,74252.288,71821.324,0.427,30256
2768.57,74219.52,74252.288,71880.264,0.478,30320
2769.577,74219.52,74252.288,71939.18,0.528,30368
2770.592,73973.76,74252.288,71733.924,0.275,30224
2771.607,73973.76,74252.288,71792.864,0.326,30272
2772.619,74219.52,74252.288,71851.8,0.377,30352
2773.629,74219.52,74252.288,71910.752,0.426,30400
2774.636,74219.52,74252.288,71969.692,0.477,30464
2775.653,74235.904,74514.432,71831.352,0.528,30352
2776.668,74235.904,74514.432,71890.256,0.278,30432
2777.675,74481.664,74514.432,71949.268,0.33,30480
2778.692,74481.664,74514.432,72008.192,0.381,30544
2779.7,74481.664,74514.432,72067.132,0.433,30592
2780.714,74481.664,74514.432,72126.052,0.483,30672
2781.727,74498.048,74776.576,71985.3,0.277,30544
2782.737,74498.048,74776.576,72044.204,0.327,30592
2783.743,74743.808,74776.576,72103.116,0.379,30640
2784.76,74743.808,74776.576,72162.04,0.431,30720
2785.767,74743.808,74776.576,72220.96,0.481,30768
2786.778,74498.048,74776.576,72051.864,0.532,30624
2787.795,74498.048,74776.576,72110.788,0.278,30688
2788.814,74743.808,74776.576,72169.716,0.33,30752
2789.822,74743.808,74776.576,72228.64,0.381,30800
2790.845,74743.808,74776.576,72287.58,0.432,30864
2791.851,74743.808,74776.576,72346.504,0.483,30928
2792.862,74498.048,74776.576,72174.988,0.277,30784
2793.879,74498.048,74776.576,72233.912,0.329,30832
2794.892,74743.808,74776.576,72292.94,0.381,30880
2795.907,74743.808,74776.576,72351.864,0.432,30944
2796.915,74743.808,74776.576,72410.788,0.484,31024
2797.932,74760.192,75038.72,72302.756,0.536,30608
2798.938,74760.192,75038.72,72361.68,0.277,30656
2799.956,75005.952,75038.72,72420.616,0.327,30704
2800.972,75005.952,75038.72,72479.54,0.378,30784
2801.977,75005.952,75038.72,72538.444,0.428,30848
2802.986,74760.192,75038.72,72375.456,0.276,30704
2803.997,74760.192,75038.72,72434.36,0.327,30768
2805.006,75005.952,75038.72,72493.276,0.377,30816
2806.016,75005.952,75038.72,72552.216,0.428,30896
2807.039,75005.952,75038.72,72611.14,0.479,30944
2808.046,75005.952,75038.72,72670.044,0.529,31008
2809.059,75005.952,75038.72,72728.968,0.58,31056
2810.072,74760.192,75038.72,72515.744,0.275,30880
2811.086,75005.952,75038.72,72574.664,0.326,30944
2812.097,75005.952,75038.72,72633.584,0.377,30992
2813.114,75005.952,75038.72,72692.524,0.428,31040
2814.132,75005.952,75038.72,72751.448,0.479,31136
2815.141,75022.336,75300.864,72646.836,0.276,31072
2816.158,75022.336,75300.864,72705.76,0.328,31104
2817.174,75268.096,75300.864,72764.724,0.379,31168
2818.177,75268.096,75300.864,72823.648,0.431,31248
2819.195,75268.096,75300.864,72882.572,0.483,31296
2820.211,75268.096,75300.864,72941.496,0.535,31360
2821.227,75022.336,75300.864,72736.276,0.277,31072
2822.239,75022.336,75300.864,72795.18,0.329,31136
2823.253,75268.096,75300.864,72854.092,0.38,31200
2824.263,75268.096,75300.864,72913.016,0.431,31248
2825.272,75268.096,75300.864,72971.92,0.483,31312
2826.288,75284.48,75563.008,72833.592,0.534,31200
2827.303,75284.48,75563.008,72892.496,0.277,31264
2828.315,75530.24,75563.008,72951.444,0.328,31312
2829.33,75530.24,75563.008,73010.348,0.379,31360
2830.351,75530.24,75563.008,73069.248,0.429,31344
2831.357,75530.24,75563.008,73128.172,0.48,31408
2832.368,75546.624,75825.152,72987.54,0.275,31280
2833.385,75546.624,75825.152,73046.464,0.326,31344
2834.397,75792.384,75825.152,73105.376,0.378,31408
2835.402,75792.384,75825.152,73164.28,0.43,31472
2836.419,75792.384,75825.152,73223.204,0.48,31520
2837.433,75546.624,75825.152,73054.048,0.531,31104
2838.446,75546.624,75825.152,73112.952,0.278,31184
2839.462,75792.384,75825.152,73172.06,0.33,31232
2840.478,75792.384,75825.152,73230.984,0.38,31280
2841.495,75792.384,75825.152,73289.888,0.431,31344
2842.512,75792.384,75825.152,73348.792,0.483,31424
2843.528,75546.624,75825.152,73177.14,0.277,31264
2844.544,75546.624,75825.152,73236.044,0.328,31312
2845.56,75792.384,75825.152,73295.012,0.38,31360
2846.573,75792.384,75825.152,73353.912,0.43,31424
2847.582,75792.384,75825.152,73412.816,0.481,31504
2848.694,76070.912,76349.44,73191.312,0.226,33488
2849.599,76070.912,76349.44,73266.092,0.277,96496
2850.605,76070.912,76349.44,73325.016,0.328,96544
2851.619,76070.912,76349.44,73383.94,0.379,96592
2852.635,76316.672,76349.44,73442.872,0.429,96640
2853.65,76316.672,76349.44,73501.796,0.48,96704
2854.658,76316.672,76349.44,73560.712,0.529,96768
2855.664,76316.672,76349.44,73619.636,0.58,96832
2856.682,76070.912,76349.44,73373.064,0.276,96608
2857.682,76316.672,76349.44,73432.064,0.327,96656
2858.694,76316.672,76349.44,73490.988,0.378,96720
2859.702,76316.672,76349.44,73549.912,0.429,96768
2860.707,76070.912,76349.44,73450.388,0.48,96608
2861.722,76070.912,76349.44,73509.292,0.277,96656
2862.737,76316.672,76349.44,73568.224,0.328,96720
2863.743,76316.672,76349.44,73627.128,0.379,96784
2864.752,76316.672,76349.44,73686.052,0.43,96624
2865.759,76316.672,76349.44,73744.976,0.48,96688
2866.769,76070.912,76349.44,73604.352,0.276,96544
2867.779,76070.912,76349.44,73663.256,0.327,96576
2868.795,76316.672,76349.44,73722.192,0.378,96640
2869.805,76316.672,76349.44,73781.096,0.429,96704
2870.811,76316.672,76349.44,73840,0.48,96752
2871.82,76316.672,76349.44,73898.928,0.526,96800
2872.834,76070.912,76349.44,73693.692,0.276,96624
2873.84,76070.912,76349.44,73752.596,0.327,96672
2874.851,76316.672,76349.44,73811.52,0.377,96736
2875.864,76316.672,76349.44,73870.476,0.427,96784
2876.874,76316.672,76349.44,73929.38,0.478,96848
2877.88,76333.056,76611.584,73791.06,0.528,96720
2878.894,76333.056,76611.584,73849.96,0.277,96784
2879.905,76578.816,76611.584,73908.88,0.328,96832
2880.855,76578.816,76611.584,73967.784,0.379,96080
2881.86,76578.816,76611.584,74026.708,0.431,94800
2882.875,76578.816,76611.584,74085.628,0.482,94560
2883.888,76595.2,76873.728,73945.008,0.278,94800
2884.903,76595.2,76873.728,74003.912,0.328,94640
2885.921,76840.96,76873.728,74062.844,0.378,94688
2886.936,76840.96,76873.728,74121.768,0.429,94752
2887.942,76840.96,76873.728,74180.692,0.48,94752
2888.96,76595.2,76873.728,74011.552,0.53,94640
2889.976,76595.2,76873.728,74070.448,0.275,94704
2890.989,76840.96,76873.728,74129.38,0.325,94752
2891.995,76840.96,76873.728,74188.284,0.375,94800
2893.012,76840.96,76873.728,74247.204,0.426,94832
2894.025,76840.96,76873.728,74306.128,0.477,94896
2895.045,76595.2,76873.728,74134.652,0.277,94480
2896.051,76595.2,76873.728,74193.576,0.327,94528
2897.061,76840.96,76873.728,74252.516,0.377,94416
2898.077,76840.96,76873.728,74311.456,0.428,94480
2899.087,76840.96,76873.728,74370.376,0.479,94544
2900.104,76857.344,77135.872,74262.42,0.53,94672
2901.114,76857.344,77135.872,74321.344,0.277,94720
2902.129,77103.104,77135.872,74380.296,0.329,94768
2903.143,77103.104,77135.872,74439.22,0.381,94832
2904.148,77103.104,77135.872,74498.124,0.432,94896
2905.155,76857.344,77135.872,74335.152,0.278,94752
2906.167,76857.344,77135.872,74394.056,0.33,94800
2907.178,77103.104,77135.872,74452.964,0.381,94848
2908.183,77103.104,77135.872,74511.888,0.433,94864
2909.2,77103.104,77135.872,74570.812,0.485,94912
2910.216,77103.104,77135.872,74629.748,0.535,94944
2911.23,77103.104,77135.872,74688.672,0.587,94992
2912.25,76857.344,77135.872,74475.472,0.277,94768
2913.252,77103.104,77135.872,74534.488,0.328,94832
2914.263,77103.104,77135.872,74593.392,0.38,94880
2915.276,77103.104,77135.872,74652.316,0.431,94928
2916.292,77103.104,77135.872,74711.24,0.483,94992
2917.302,77119.488,77398.016,74606.564,0.277,94912
2918.319,77119.488,77398.016,74665.468,0.329,94944
2919.332,77365.248,77398.016,74724.396,0.381,95008
2920.343,77365.248,77398.016,74783.32,0.433,94800
2921.354,77365.248,77398.016,74855.792,0.484,95808
2922.368,77119.488,77398.016,74686.572,0.536,95664
2923.379,77119.488,77398.016,74745.512,0.279,95296
2924.396,77365.248,77398.016,74804.588,0.331,95360
2925.411,77365.248,77398.016,74863.512,0.383,95408
2926.416,77365.248,77398.016,74922.436,0.435,95472
2927.426,77365.248,77398.016,74981.36,0.487,95536
2928.442,77381.632,77660.16,74809.768,0.277,95392
2929.449,77381.632,77660.16,74868.692,0.328,95440
2930.46,77627.392,77660.16,74927.648,0.379,95488
2931.47,77627.392,77660.16,74986.568,0.429,95552
2932.482,77627.392,77660.16,75045.488,0.479,95616
2933.496,77643.776,77922.304,74937.536,0.53,95504
2934.509,77643.776,77922.304,74996.46,0.278,95552
2935.517,77889.536,77922.304,75055.376,0.329,95600
2936.529,77889.536,77922.304,75114.316,0.381,95664
2937.541,77889.536,77922.304,75173.22,0.433,95728
2938.551,77643.776,77922.304,75010.244,0.277,95600
2939.557,77643.776,77922.304,75069.148,0.329,95664
2940.573,77889.536,77922.304,75128.08,0.381,95712
2941.583,77889.536,77922.304,75187.004,0.432,95776
2942.596,77889.536,77922.304,75245.928,0.484,95792
2943.601,77889.536,77922.304,75304.852,0.536,95856
2944.61,77643.776,77922.304,75127.612,0.588,95696
2945.622,77643.776,77922.304,75186.532,0.278,95744
2946.632,77889.536,77922.304,75245.472,0.33,95792
2947.638,77889.536,77922.304,75304.408,0.381,95856
2948.646,77889.536,77922.304,75363.312,0.433,95920
2949.653,77889.536,77922.304,75422.236,0.485,95968
2950.663,77905.92,78184.448,75281.56,0.278,95856
2951.68,77905.92,78184.448,75340.464,0.328,95888
2952.7,78151.68,78184.448,75399.396,0.378,95920
2953.706,78151.68,78184.448,75458.292,0.427,95904
2954.718,78151.68,78184.448,75517.216,0.478,95952
2955.732,78151.68,78184.448,75576.14,0.529,96000
2956.745,77905.92,78184.448,75370.996,0.276,95840
2957.759,77905.92,78184.448,75429.92,0.327,95776
2958.776,78151.68,78184.448,75488.852,0.377,95840
2959.784,78151.68,78184.448,75547.772,0.428,95888
2960.795,78151.68,78184.448,75606.676,0.479,95952
2961.809,77905.92,78184.448,75468.312,0.53,95776
2962.83,95535.104,95813.632,93134.352,0.277,NaN
2963.84,95780.864,95813.632,93193.604,0.326,NaN
2964.854,95780.864,95813.632,93252.68,0.375,NaN
2965.864,95780.864,95813.632,93311.72,0.424,NaN
2966.871,95780.864,95813.632,93370.76,0.473,NaN
2967.88,84393.984,85901.312,81316.228,0.274,NaN
2968.896,84393.984,85901.312,81375.264,0.323,NaN
2969.9,84393.984,85901.312,81434.308,0.373,NaN
2970.913,84393.984,85901.312,81493.36,0.421,NaN
2971.926,84639.744,85901.312,81552.416,0.47,NaN
2972.946,84639.744,85901.312,81611.456,0.519,NaN
2973.961,84639.744,85901.312,81670.5,0.569,NaN
2974.982,84639.744,85901.312,81729.564,0.617,52288
2976.083,84262.912,84590.592,81660.076,0.226,NaN
2977.177,84246.528,84590.592,81634.78,0.226,NaN
2978.194,84246.528,84590.592,81693.984,0.275,NaN
2979.203,84246.528,84590.592,81753.192,0.325,NaN
2980.22,84246.528,84590.592,81812.4,0.375,NaN
2981.231,84492.288,84590.592,81871.632,0.422,NaN
2982.24,84492.288,84590.592,81939.14,0.472,NaN
2983.263,84492.288,84590.592,81998.364,0.52,NaN
2984.276,84492.288,84590.592,82057.564,0.569,NaN
2985.286,84246.528,84590.592,81804.924,0.275,NaN
2986.296,84492.288,84590.592,81864.144,0.325,NaN
2987.308,84492.288,84590.592,81923.348,0.375,NaN
2988.318,84492.288,84590.592,81982.552,0.425,NaN
2989.326,84557.824,84852.736,81882.244,0.475,NaN
2990.345,84557.824,84852.736,81941.432,0.276,NaN
2991.353,84803.584,84852.736,82000.7,0.326,NaN
2992.364,84803.584,84852.736,82059.884,0.374,NaN
2993.379,84803.584,84852.736,82119.072,0.424,NaN
2994.385,84803.584,84852.736,82178.26,0.474,NaN
2995.399,84819.968,85114.88,82036.216,0.274,NaN
2996.411,84819.968,85114.88,82095.4,0.323,NaN
2997.418,85065.728,85114.88,82154.668,0.37,NaN
2998.43,85065.728,85114.88,82213.852,0.418,NaN
2999.442,85082.112,85114.88,82297.968,0.466,NaN
3000.46,84836.352,85114.88,82130.464,0.274,NaN
3001.474,84836.352,85114.88,82189.556,0.322,NaN
3002.485,85082.112,85114.88,82248.696,0.371,NaN
3003.494,85082.112,85114.88,82307.792,0.42,NaN
3004.502,85082.112,85114.88,82366.888,0.468,NaN
3005.521,85082.112,85114.88,82425.984,0.517,NaN
3006.538,84836.352,85114.88,82250.68,0.274,NaN
3007.548,84836.352,85114.88,82309.776,0.322,NaN
3008.56,85082.112,85114.88,82368.888,0.371,NaN
3009.57,85082.112,85114.88,82427.98,0.419,NaN
3010.581,85082.112,85114.88,82487.072,0.466,NaN
3011.593,84836.352,85114.88,82379.124,0.515,NaN
3012.602,84836.352,85114.88,82438.296,0.275,NaN
3013.619,85082.112,85114.88,82497.408,0.324,NaN
3014.628,85082.112,85114.88,82556.504,0.373,NaN
3015.637,85082.112,85114.88,82615.616,0.422,NaN
3016.647,85082.112,85114.88,82674.712,0.471,NaN
3017.67,85098.496,85377.024,82471.012,0.274,NaN
3018.677,85098.496,85377.024,82530.104,0.323,NaN
3019.682,85344.256,85377.024,82589.224,0.373,NaN
3020.702,85344.256,85377.024,82648.34,0.423,NaN
3021.718,85344.256,85377.024,82707.436,0.472,NaN
3022.736,85098.496,85377.024,82568.26,0.522,NaN
3023.751,85098.496,85377.024,82627.356,0.275,NaN
3024.757,85344.256,85377.024,82686.476,0.325,NaN
3025.773,85344.256,85377.024,82745.592,0.375,NaN
3026.784,85344.256,85377.024,82804.692,0.425,NaN
3027.795,85344.256,85377.024,82863.792,0.475,NaN
3028.804,85622.784,85901.312,82722.524,0.275,99328
3029.811,85622.784,85901.312,82781.668,0.327,88160
3030.828,85868.544,85901.312,82840.816,0.379,30864
3031.837,85868.544,85901.312,82899.96,0.431,30944
3032.845,85868.544,85901.312,82959.104,0.482,30960
3033.862,85622.784,85901.312,82788.748,0.534,30992
3034.871,85622.784,85901.312,82847.892,0.278,31024
3035.886,85868.544,85901.312,82907.108,0.33,31072
3036.901,85868.544,85901.312,82966.252,0.381,31120
3037.913,85868.544,85901.312,83025.412,0.433,30368
3038.925,85868.544,85901.312,83084.556,0.485,30432
3039.938,85622.784,85901.312,82912.028,0.277,30304
3040.954,85622.784,85901.312,82971.172,0.329,30352
3041.97,85868.544,85901.312,83030.352,0.381,30416
3042.975,85868.544,85901.312,83089.492,0.432,27552
3043.99,85868.544,85901.312,83148.636,0.484,27616
3045,85622.784,85901.312,83039.668,0.535,27936
3046.012,85622.784,85901.312,83098.824,0.274,28000
3047.021,85868.544,85901.312,83157.968,0.326,28048
3048.037,85868.544,85901.312,83217.112,0.378,28112
3049.048,85868.544,85901.312,83276.256,0.43,28176
3050.063,85622.784,85901.312,83112.56,0.276,28048
3051.078,85622.784,85901.312,83171.684,0.327,28112
3052.088,85868.544,85901.312,83230.82,0.379,28160
3053.099,85868.544,85901.312,83289.964,0.43,28224
3054.108,85868.544,85901.312,83349.108,0.481,28288
3055.117,85868.544,85901.312,83408.252,0.533,28352
3056.135,85884.928,86163.456,83229.856,0.585,28208
3057.147,85884.928,86163.456,83289.076,0.278,28256
3058.15,86130.688,86163.456,83348.22,0.33,28320
3059.161,86130.688,86163.456,83407.356,0.379,28384
3060.173,86130.688,86163.456,83466.5,0.431,28448
3061.186,86130.688,86163.456,83525.72,0.481,28496
3062.192,86147.072,86425.6,83383.888,0.276,28400
3063.209,86147.072,86425.6,83443.032,0.326,28448
3064.224,86392.832,86425.6,83502.244,0.376,28512
3065.231,86392.832,86425.6,83561.388,0.426,28576
3066.248,86392.832,86425.6,83620.532,0.476,28640
3067.26,86392.832,86425.6,83679.676,0.526,28688
3068.265,86147.072,86425.6,83473.448,0.274,28528
3069.272,86147.072,86425.6,83532.608,0.324,28592
3070.279,86392.832,86425.6,83591.76,0.374,28640
3071.292,86392.832,86425.6,83650.88,0.423,28704
3072.301,86392.832,86425.6,83710.02,0.472,28784
3073.308,86147.072,86425.6,83570.712,0.521,28656
3074.321,86147.072,86425.6,83629.856,0.276,28720
3075.336,86392.832,86425.6,83689.06,0.326,28784
3076.349,86392.832,86425.6,83748.18,0.375,28848
3077.36,86392.832,86425.6,83807.396,0.424,28896
3078.366,86392.832,86425.6,83866.532,0.473,28960
3079.38,86409.216,86687.744,83724.744,0.275,28864
3080.387,86409.216,86687.744,83783.884,0.326,28928
3081.397,86654.976,86687.744,83843.1,0.378,28976
3082.412,86654.976,86687.744,83902.244,0.428,29040
3083.422,86654.976,86687.744,83961.388,0.48,29120
3084.44,86409.216,86687.744,83791.264,0.531,28960
3085.453,86409.216,86687.744,83850.384,0.277,29024
3086.463,86654.976,86687.744,83909.544,0.329,29072
3087.482,86654.976,86687.744,83968.688,0.381,29136
3088.496,86654.976,86687.744,84027.832,0.433,29248
3089.51,86654.976,86687.744,84086.976,0.485,29312
3090.526,86671.36,86949.888,83911.532,0.536,29152
3091.543,86671.36,86949.888,83970.676,0.277,29232
3092.555,86917.12,86949.888,84029.828,0.328,29280
3093.567,86917.12,86949.888,84088.972,0.379,29328
3094.572,86917.12,86949.888,84148.116,0.43,29392
3095.586,86917.12,86949.888,84207.26,0.48,29472
3096.598,86933.504,87212.032,84065.76,0.274,29440
3097.619,86933.504,87212.032,84124.904,0.325,29488
3098.632,87179.264,87212.032,84184.052,0.377,29536
3099.638,87179.264,87212.032,84243.212,0.429,29616
3100.648,87179.264,87212.032,84302.356,0.481,29680
3101.665,86933.504,87212.032,84132.128,0.533,29536
3102.68,86933.504,87212.032,84191.252,0.278,29584
3103.69,87179.264,87212.032,84250.408,0.329,29664
3104.702,87179.264,87212.032,84309.548,0.38,29728
3105.71,87179.264,87212.032,84368.708,0.431,29776
3106.726,87179.264,87212.032,84427.848,0.482,29840
3107.742,86933.504,87212.032,84255.34,0.277,29680
3108.749,86933.504,87212.032,84314.464,0.328,29744
3109.765,87179.264,87212.032,84373.708,0.38,29792
3110.783,87179.264,87212.032,84432.852,0.431,29824
3111.786,87179.264,87212.032,84491.996,0.483,29888
3112.798,86933.504,87212.032,84382.98,0.535,29904
3113.811,86933.504,87212.032,84442.124,0.277,29952
3114.819,87179.264,87212.032,84501.3,0.329,30048
3115.835,87179.264,87212.032,84560.444,0.379,30112
3116.846,87179.264,87212.032,84619.588,0.431,30176
3117.858,87195.648,87474.176,84452.888,0.483,29904
3118.865,87195.648,87474.176,84512.012,0.278,29968
3119.873,87441.408,87474.176,84571.256,0.33,29968
3120.892,87441.408,87474.176,84630.38,0.381,30032
3121.902,87441.408,87474.176,84689.524,0.432,30096
3122.91,87441.408,87474.176,84748.668,0.484,30160
3123.92,87195.648,87474.176,84576.1,0.276,30016
3124.938,87195.648,87474.176,84635.236,0.325,30080
3125.945,87441.408,87474.176,84694.48,0.377,30128
3126.954,87441.408,87474.176,84753.64,0.428,30192
3127.965,87441.408,87474.176,84812.784,0.479,30256
3128.975,87719.936,87998.464,84703.74,0.531,30192
3129.984,87719.936,87998.464,84762.88,0.277,30240
3130.998,87965.696,87998.464,84822.04,0.328,30304
3132.002,87965.696,87998.464,84881.164,0.379,30368
3133.012,87965.696,87998.464,84940.288,0.431,30432
3134.029,87719.936,87998.464,84776.552,0.277,30304
3135.036,87719.936,87998.464,84835.692,0.329,30368
3136.055,87965.696,87998.464,84894.884,0.381,30416
3137.061,87965.696,87998.464,84954.1,0.433,30496
3138.074,87965.696,87998.464,85013.244,0.483,30544
3139.09,87965.696,87998.464,85072.388,0.535,30608
3140.106,87965.696,87998.464,85131.528,0.586,30656
3141.122,87719.936,87998.464,84916.848,0.277,30480
3142.138,87965.696,87998.464,84976.064,0.329,30544
3143.154,87965.696,87998.464,85035.264,0.381,30608
3144.168,87965.696,87998.464,85094.388,0.433,30656
3145.183,87965.696,87998.464,85153.528,0.485,30736
3146.193,87719.936,87998.464,85047.912,0.277,30640
3147.2,87719.936,87998.464,85107.056,0.329,30672
3148.217,87965.696,87998.464,85166.268,0.379,30736
